SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM605768	GSE15907	CD4 T cells	T lineage		T.4FP3-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11b- 11c- 19- 49b- Gr1- TER119-		T.4FP3-.Sp#3, Spleen Na????ve CD4 FoxP3- 25-	4+ 8- GFP- 44lo	dissection/trimming
GSM399365	GSE15907	CD4 T cells	T lineage		T.4FP3+25+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11b- 11c- 19- 49b- Gr1- TER119-		T.4FP3+25+.Sp#2, Spleen CD25+ Foxp3+ Tregs	4+ 8- GFP+ 25+	dissection/trimming
GSM399366	GSE15907	CD4 T cells	T lineage		T.4FP3+25+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11b- 11c- 19- 49b- Gr1- TER119-		T.4FP3+25+.Sp#3, Spleen CD25+ Foxp3+ Tregs	4+ 8- GFP+ 25+	dissection/trimming
GSM399367	GSE15907	CD4 T cells	T lineage		T.4int8+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4int8+.Th#1, Positive Selection, Intermediate	4int 8+ TCRhi	dissection/trimming
GSM399368	GSE15907	CD4 T cells	T lineage		T.4int8+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4int8+.Th#2, Positive Selection, Intermediate	4int 8+ TCRhi	dissection/trimming
GSM399369	GSE15907	CD4 T cells	T lineage		T.4int8+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4int8+.Th#3, Positive Selection, Intermediate	4int 8+ TCRhi	dissection/trimming
GSM538362	GSE15907	CD4 T cells	T lineage		T.4Mem.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.4Mem.LN#1, Memory T4 from LNs	TCRb CD44high CD122lo CD4	dissection/trimming
GSM538363	GSE15907	CD4 T cells	T lineage		T.4Mem.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.4Mem.LN#2, Memory T4 from LNs	TCRb CD44high CD122lo CD4	dissection/trimming
GSM538364	GSE15907	CD4 T cells	T lineage		T.4Mem.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.4Mem.LN#3, Memory T4 from LNs	TCRb CD44high CD122lo CD4	dissection/trimming
GSM538365	GSE15907	CD4 T cells	T lineage		T.4Mem.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Mem.Sp#1, Spleen Memory-Phenotype CD4	4+ 8- 25- 44hi 122lo	dissection/trimming
GSM538366	GSE15907	CD4 T cells	T lineage		T.4Mem.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Mem.Sp#4, Spleen Memory-Phenotype CD4	4+ 8- 25- 44hi 122lo	dissection/trimming
GSM538367	GSE15907	CD4 T cells	T lineage		T.4Mem.Sp#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Mem.Sp#5, Spleen Memory-Phenotype CD4	4+ 8- 25- 44hi 122lo	dissection/trimming
GSM538368	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.LN#1, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538369	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.LN#2, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538370	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.LN#3, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538371	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.Sp#1, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538372	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.Sp#2, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538373	GSE15907	CD4 T cells	T lineage		T.4Mem44h62l.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3		T.4Mem44h62l.Sp#3, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice	CD4 TCRb CD44hi CD62Llo	dissection/trimming
GSM538374	GSE15907	CD4 T cells	T lineage		T.4Nve.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.4Nve.LN#1, Subcutaneous LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538375	GSE15907	CD4 T cells	T lineage		T.4Nve.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.4Nve.LN#2, Subcutaneous LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538376	GSE15907	CD4 T cells	T lineage		T.4Nve.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.4Nve.LN#3, Subcutaneous LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538377	GSE15907	CD4 T cells	T lineage		T.4Nve.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.4Nve.MLN#1, Mesenteric LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538378	GSE15907	CD4 T cells	T lineage		T.4Nve.MLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.4Nve.MLN#2, Mesenteric LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538379	GSE15907	CD4 T cells	T lineage		T.4Nve.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.4Nve.MLN#3, Mesenteric LN Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538380	GSE15907	CD4 T cells	T lineage		T.4Nve.PP#1	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.4Nve.PP#1, Peyers Patches Naive CD4	TCR+ CD4+ CD44low CD62Lhigh	dissection/trimming
GSM538381	GSE15907	CD4 T cells	T lineage		T.4Nve.PP#2	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.4Nve.PP#2, Peyers Patches Naive CD4	TCR+ CD4+ CD44low CD62Lhigh	dissection/trimming
GSM538382	GSE15907	CD4 T cells	T lineage		T.4Nve.Sp#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Nve.Sp#5, Spleen Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538383	GSE15907	CD4 T cells	T lineage		T.4Nve.Sp#6	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Nve.Sp#6, Spleen Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM538384	GSE15907	CD4 T cells	T lineage		T.4Nve.Sp#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Nve.Sp#7, Spleen Naive CD4	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM605769	GSE15907	CD4 T cells	T lineage		T.4Nve.Sp#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.4Nve.Sp#8, CD4 naive	4+ 8- 25- 62Lhi 44lo	dissection/trimming
GSM399370	GSE15907	CD4 T cells	T lineage		T.4SP24-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24-.Th#1, CD4 Single-Positive, Mature	4+ 8- TCRhi 24-/lo	dissection/trimming
GSM399371	GSE15907	CD4 T cells	T lineage		T.4SP24-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24-.Th#2, CD4 Single-Positive, Mature	4+ 8- TCRhi 24-/lo	dissection/trimming
GSM399372	GSE15907	CD4 T cells	T lineage		T.4SP24-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24-.Th#3, CD4 Single-Positive, Mature	4+ 8- TCRhi 24-/lo	dissection/trimming
GSM399373	GSE15907	CD4 T cells	T lineage		T.4SP24int.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24int.Th#1, CD4 Single-Positive, Semimature	4+ 8- TCRhi 24int	dissection/trimming
GSM399374	GSE15907	CD4 T cells	T lineage		T.4SP24int.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24int.Th#2, CD4 Single-Positive, Semimature	4+ 8- TCRhi 24int	dissection/trimming
GSM399375	GSE15907	CD4 T cells	T lineage		T.4SP24int.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP24int.Th#3, CD4 Single-Positive, Semimature	4+ 8- TCRhi 24int	dissection/trimming
GSM399376	GSE15907	CD4 T cells	T lineage		T.4SP69+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP69+.Th#1, CD4 Single-Positive, Intermediate	4+ 8- TCRhi 69+	dissection/trimming
GSM399377	GSE15907	CD4 T cells	T lineage		T.4SP69+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP69+.Th#2, CD4 Single-Positive, Intermediate	4+ 8- TCRhi 69+	dissection/trimming
GSM399378	GSE15907	CD4 T cells	T lineage		T.4SP69+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.4SP69+.Th#3, CD4 Single-Positive, Intermediate	4+ 8- TCRhi 69+	dissection/trimming
GSM920634	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.12hr.LisOva#1	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.12hr.LisOva#1, Mice were infected with Lm-Ova. 24 hours later 1e6 OT1 cells were transferred.  12 hour post-transfer time point.	CD8+ CD45.2+	dissection/trimming
GSM920635	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.12hr.LisOva#2	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.12hr.LisOva#2, B6.SJL (CD45.1) mice were infected with 5x10e3 CFU Lm-Ova. 24 hours later 1x10e6 CD45.2 OT1 T cells were transferred into infected recipient mice.  OT1 cells were isolated 12 hours post-transfer.	CD8+ CD45.2+	dissection/trimming
GSM920636	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.12hr.LisOva#3	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.12hr.LisOva#3, B6.SJL (CD45.1) mice were infected with 5x10e3 CFU Lm-Ova. 24 hours later 1x10e6 CD45.2 OT1 T cells were transferred into infected recipient mice.  OT1 cells were isolated 12 hours post-transfer.	CD8+ CD45.2+	dissection/trimming
GSM920637	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.24hr.LisOva#1	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.24hr.LisOva#1, Mice were infected with5e3 cfu Lm-Ova. 24 hours later 1e6 OT1 cells were transferred.  24 hour post-transfer time point.	CD8+ CD45.2+	dissection/trimming
GSM920638	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.24hr.LisOva#2	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.24hr.LisOva#2, Mice were infected with 5e3 cfu Lm-Ova. 24 hours later 1e6 OT1 cells were transferred.  24 hour post-transfer time point.	CD8+ CD45.2+	dissection/trimming
GSM920639	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.24hr.LisOva#3	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.24hr.LisOva#3, B6.SJL (CD45.1) mice were infected with 5x10e3 CFU Lm-Ova. 24 hours later 1x10e6 CD45.2 OT1 T cells were transferred into infected recipient mice.  OT1 cells were isolated 24 hours post-transfer.	CD8+ CD45.2+	dissection/trimming
GSM920640	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.48hr.LisOva#1	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.48hr.LisOva#1, Mice were infected with 5e3 cfu Lm-Ova. 24 hours later 1e6 OT1 cells were transferred.  48 hour post-transfer time point.	CD8+ CD45.2+	dissection/trimming
GSM920641	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.48hr.LisOva#2	Mouse	C57BL/6J (B6.SJL)	Male	6 WEEKS	spleen	B220- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.48hr.LisOva#2, B6.SJL (CD45.1) mice were infected with 5x10e3 CFU Lm-Ova. 24 hours later 1x10e6 CD45.2 OT1 T cells were transferred into infected recipient mice.  OT1 cells were isolated 48 hours post-transfer.	CD8+ CD45.2+	dissection/trimming
GSM605891	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d10.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d10.LisOva#1, spleen OT1 tg effectors CD8 day 10 Listeria.OVA	CD8+ CD45.1+	dissection/trimming
GSM605892	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d10.LisOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d10.LisOva#2, spleen OT1 tg effectors CD8 day 10 Listeria.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605893	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d10.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d10.LisOva#3, spleen OT1 tg effectors CD8 day 10 Listeria.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM605894	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d15.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d15.LisOva#1, spleen OT1 tg effectors CD8 day 15 Listeria.OVA	CD8+ CD45.1+	dissection/trimming
GSM605895	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d15.LisOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d15.LisOva#2, spleen OT1 tg effectors CD8 day 15 Listeria.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605896	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d15.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d15.LisOva#3, spleen OT1 tg effectors CD8 day 15 Listeria.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538385	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d15.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d15.VSVOva#3, spleen OT1 tg effectors CD8 day 15 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538386	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d15.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d15.VSVOva#4, spleen OT1 tg effectors CD8 day 15 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
GSM538387	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d5.VSVOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d5.VSVOva#1, spleen OT1 tg effectors CD8 day 5 VSV.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
GSM538388	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d5.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d5.VSVOva#2, spleen OT1 tg effectors CD8 day 5 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605897	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d5.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d5.VSVOva#4, spleen OT1 tg effectors CD8 day 5 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
GSM605898	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d6.LisOva#1, spleen OT1 tg effectors CD8 day 6 Listeria.OVA	CD8+ CD45.1+	dissection/trimming
GSM605899	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.LisOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d6.LisOva#2, spleen OT1 tg effectors CD8 day 6 Listeria.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605900	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d6.LisOva#3, spleen OT1 tg effectors CD8 day 6 Listeria.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538389	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#1, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
GSM538390	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#3, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538391	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#4, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
GSM605901	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#1, spleen OT1 tg effectors CD8 day 8 Listeria.OVA	CD8+ CD45.1+	dissection/trimming
GSM605902	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#2, spleen OT1 tg effectors CD8 day 8 Listeria.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605903	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#3, spleen OT1 tg effectors CD8 day 8 Listeria.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538392	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#2, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM538393	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#3, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538394	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#4, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
GSM538395	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#1, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
GSM538396	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#2, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
GSM538397	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#3, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
GSM605904	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#1, spleen OT1 tg Memory CD8 day 100 Listeria.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
GSM605905	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#3, spleen OT1 tg Memory CD8 day 105 Lis.OVA repliacate 3	CD8+ CD45.1+	dissection/trimming
GSM605906	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#4, spleen OT1 tg Memory CD8 day 100 Lis.OVA repliacate 4	CD8+ CD45.1+	dissection/trimming
GSM538401	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d106.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d106.VSVOva#2, spleen OT1 tg Memory CD8 day 106 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM538402	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d106.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d106.VSVOva#3, spleen OT1 tg Memory CD8 day 106 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
