ImmGenName	SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
Mo.6C-II-.BM#3	GSM854334	GSE15907	Monocytes	Myeloid		Mo.6C-II-.BM#3	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	NA		Mo.6C-II-.BM#3, B220neg CD3neg CD115+ Ly-6C/Glo CD43+	B220neg CD3neg CD115+ Ly-6C/Glo CD43+	dissection/trimming
Mo.6C-II+.Bl#1	GSM605878	GSE15907	Monocytes	Myeloid		Mo.6C-II+.Bl#1	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C-II+.Bl#1, population 3 Ly6Clo MHCIIhi	CD115+ B220- CD43+ Ly6C- MHCIIhi	dissection/trimming
Mo.6C-II+.Bl#4	GSM605879	GSE15907	Monocytes	Myeloid		Mo.6C-II+.Bl#4	Mouse	C57BL/6J	Male	6 WEEKS	blood	Nk1.1- B220-		Mo.6C-II+.Bl#4, Nonclassical monocytes MHC II high	CD115+ B220- CD43+ Ly6C- MHCIIhi	dissection/trimming
Mo.6C-IIint.Bl#1	GSM605886	GSE15907	Monocytes	Myeloid		Mo.6C-IIint.Bl#1	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C-IIint.Bl#1, population 5 Ly6Clo MHCIIint	CD115+ B220- CD43- Ly6C- MHCIIint	dissection/trimming
Mo.6C-IIint.Bl#2	GSM605887	GSE15907	Monocytes	Myeloid		Mo.6C-IIint.Bl#2	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C-IIint.Bl#2, population 5 Ly6Clo MHCIIint	CD115+ B220- CD43- Ly6C- MHCIIint	dissection/trimming
Mo.6C-IIint.Bl#3	GSM605888	GSE15907	Monocytes	Myeloid		Mo.6C-IIint.Bl#3	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C-IIint.Bl#3, population 5 Ly6Clo MHCIIint	CD115+ B220- CD43- Ly6C- MHCIIint	dissection/trimming
Mo.6C-IIint.Bl#4	GSM605889	GSE15907	Monocytes	Myeloid		Mo.6C-IIint.Bl#4	Mouse	C57BL/6J	Male	6 WEEKS	blood	Nk1.1- B220-		Mo.6C-IIint.Bl#4, Nonclassical monocytes MHC II int	CD115+ B220- CD43- Ly6C- MHCIIint	dissection/trimming
Mo.6C-IIint.Bl#5	GSM605890	GSE15907	Monocytes	Myeloid		Mo.6C-IIint.Bl#5	Mouse	C57BL/6J	Male	6 WEEKS	blood	Nk1.1- B220-		Mo.6C-IIint.Bl#5, Nonclassical monocytes MHC II int	CD115+ B220- CD43- Ly6C- MHCIIint	dissection/trimming
Mo.6C+II-.Bl#1	GSM605872	GSE15907	Monocytes	Myeloid		Mo.6C+II-.Bl#1	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C+II-.Bl#1, population 1 Ly6ChiMHCII-	Cd115+ B220- CD43+ Ly6C+ MHCII-	dissection/trimming
Mo.6C+II-.Bl#2	GSM605873	GSE15907	Monocytes	Myeloid		Mo.6C+II-.Bl#2	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C+II-.Bl#2, population 1 Ly6ChiMHCII-	Cd115+ B220- CD43+ Ly6C+ MHCII-	dissection/trimming
Mo.6C+II-.Bl#3	GSM605874	GSE15907	Monocytes	Myeloid		Mo.6C+II-.Bl#3	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C+II-.Bl#3, population 1 Ly6ChiMHCII-	Cd115+ B220- CD43+ Ly6C+ MHCII-	dissection/trimming
Mo.6C+II-.BM#1	GSM854329	GSE15907	Monocytes	Myeloid		Mo.6C+II-.BM#1	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	NA		Mo.6C+II-.BM#1, B220neg CD3neg CD115+ Ly-6C+	B220neg CD3neg CD115+ Ly-6C+	dissection/trimming
Mo.6C+II-.BM#2	GSM854330	GSE15907	Monocytes	Myeloid		Mo.6C+II-.BM#2	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	NA		Mo.6C+II-.BM#2, B220neg CD3neg CD115+ Ly-6C+	B220neg CD3neg CD115+ Ly-6C+	dissection/trimming
Mo.6C+II-.BM#3	GSM854331	GSE15907	Monocytes	Myeloid		Mo.6C+II-.BM#3	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	NA		Mo.6C+II-.BM#3, B220neg CD3neg CD115+ Ly-6C+	B220neg CD3neg CD115+ Ly-6C+	dissection/trimming
Mo.6C+II-.LN#1	GSM605875	GSE15907	Monocytes	Myeloid		Mo.6C+II-.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	Nk1.1- B220-		Mo.6C+II-.LN#1, Classical monocytes MHC II-	F480+ Ly6c+ MHCII lo/+	dissection/trimming
Mo.6C+II-.LN#2	GSM605876	GSE15907	Monocytes	Myeloid		Mo.6C+II-.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	Nk1.1- B220-		Mo.6C+II-.LN#2, Classical monocytes MHC II-	F480+ Ly6c+ MHCII lo/+	dissection/trimming
Mo.6C+II-.LN#3	GSM605877	GSE15907	Monocytes	Myeloid		Mo.6C+II-.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	Nk1.1- B220-		Mo.6C+II-.LN#3, Classical monocytes MHC II-	F480+ Ly6c+ MHCII lo/+	dissection/trimming
Mo.6C+II+.Bl#1	GSM605868	GSE15907	Monocytes	Myeloid		Mo.6C+II+.Bl#1	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C+II+.Bl#1, population 2 Ly6ChiMHCIIint	CD115+ B220- CD43+ Ly6C+ MHCIIint	dissection/trimming
Mo.6C+II+.Bl#3	GSM605870	GSE15907	Monocytes	Myeloid		Mo.6C+II+.Bl#3	Mouse	C57BL/6J	Male	6 WEEKS	blood	B220		Mo.6C+II+.Bl#3, population 2 Ly6ChiMHCIIint	CD115+ B220- CD43+ Ly6C+ MHCIIint	dissection/trimming
NK.49CI-.Sp#1	GSM538288	GSE15907	NK cells	T lineage		NK.49CI-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI-.Sp#1, Splenic NK cells, Ly49CI- subset	NK1.1+ CD3- Ly49C/I-	dissection/trimming
NK.49CI-.Sp#2	GSM538289	GSE15907	NK cells	T lineage		NK.49CI-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI-.Sp#2, Splenic NK cells, Ly49CI- subset	NK1.1+ CD3- Ly49C/I-	dissection/trimming
NK.49CI-.Sp#3	GSM538290	GSE15907	NK cells	T lineage		NK.49CI-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI-.Sp#3, Splenic NK cells, Ly49CI- subset	NK1.1+ CD3- Ly49C/I-	dissection/trimming
NK.49CI+.Sp#1	GSM538285	GSE15907	NK cells	T lineage		NK.49CI+.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI+.Sp#1, Splenic NK cells, Ly49CI+ subset	NK1.1+ CD3- Ly49C/I+	dissection/trimming
NK.49CI+.Sp#2	GSM538286	GSE15907	NK cells	T lineage		NK.49CI+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI+.Sp#2, Splenic NK cells, Ly49CI+ subset	NK1.1+ CD3- Ly49C/I+	dissection/trimming
NK.49CI+.Sp#3	GSM538287	GSE15907	NK cells	T lineage		NK.49CI+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	NA		NK.49CI+.Sp#3, Splenic NK cells, Ly49CI+ subset	NK1.1+ CD3- Ly49C/I+	dissection/trimming
NK.49H-.Sp#4	GSM605817	GSE15907	NK cells	T lineage		NK.49H-.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead, Ly49H-		NK.49H-.Sp#4, Splenic NK cells lacking Ly49H receptor	NK1.1+	dissection/trimming
NK.49H-.Sp#5	GSM605818	GSE15907	NK cells	T lineage		NK.49H-.Sp#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead, Ly49H-		NK.49H-.Sp#5, Splenic NK cells lacking Ly49H receptor	NK1.1+	dissection/trimming
NK.49H-.Sp#6	GSM605819	GSE15907	NK cells	T lineage		NK.49H-.Sp#6	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead, Ly49H-		NK.49H-.Sp#6, Splenic NK cells lacking Ly49H receptor	NK1.1+	dissection/trimming
NK.49H+.Sp#4	GSM605814	GSE15907	NK cells	T lineage		NK.49H+.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead		NK.49H+.Sp#4, Splenic NK cells expressing Ly49H receptor	NK1.1+ Ly49H+	dissection/trimming
NK.49H+.Sp#5	GSM605815	GSE15907	NK cells	T lineage		NK.49H+.Sp#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead		NK.49H+.Sp#5, Splenic NK cells expressing Ly49H receptor	NK1.1+ Ly49H+	dissection/trimming
NK.49H+.Sp#6	GSM605816	GSE15907	NK cells	T lineage		NK.49H+.Sp#6	Mouse	C57BL/6J	Male	6 WEEKS	spleen	dump, dead		NK.49H+.Sp#6, Splenic NK cells expressing Ly49H receptor	NK1.1+ Ly49H+	dissection/trimming
NK.b2m-.Sp#1	GSM538291	GSE15907	NK cells	T lineage		NK.b2m-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.b2m-.Sp#1, Splenic NK cells from B2m-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.b2m-.Sp#2	GSM538292	GSE15907	NK cells	T lineage		NK.b2m-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.b2m-.Sp#2, Splenic NK cells from B2m-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.b2m-.Sp#3	GSM538293	GSE15907	NK cells	T lineage		NK.b2m-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.b2m-.Sp#3, Splenic NK cells from B2m-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.DAP10-.Sp#1	GSM538294	GSE15907	NK cells	T lineage		NK.DAP10-.Sp#1	Mouse	C57BL/6J	Male	7 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP10-.Sp#1, Splenic NK cells from DAP10-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.DAP10-.Sp#2	GSM538295	GSE15907	NK cells	T lineage		NK.DAP10-.Sp#2	Mouse	C57BL/6J	Male	7 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP10-.Sp#2, Splenic NK cells from DAP10-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.DAP10-.Sp#3	GSM538296	GSE15907	NK cells	T lineage		NK.DAP10-.Sp#3	Mouse	C57BL/6J	Male	7 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP10-.Sp#3, Splenic NK cells from DAP10-/- mice	NK1.1+ TCRb-	dissection/trimming
NK.DAP12-.Sp#1	GSM538297	GSE15907	NK cells	T lineage		NK.DAP12-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP12-.Sp#1, Splenic NK cells from DAP12-/- mice	NK1.1+ CD3-	dissection/trimming
NK.DAP12-.Sp#2	GSM538298	GSE15907	NK cells	T lineage		NK.DAP12-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP12-.Sp#2, Splenic NK cells from DAP12-/- mice	NK1.1+ CD3-	dissection/trimming
NK.DAP12-.Sp#3	GSM538299	GSE15907	NK cells	T lineage		NK.DAP12-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.DAP12-.Sp#3, Splenic NK cells from DAP12-/- mice	NK1.1+ CD3-	dissection/trimming
NK.H+.MCMV1.Sp#1	GSM538300	GSE15907	NK cells	T lineage		NK.H+.MCMV1.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.H+.MCMV1.Sp#1, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection	NK1.1+ TCRb- Ly49H+	dissection/trimming
NK.H+.MCMV1.Sp#2	GSM538301	GSE15907	NK cells	T lineage		NK.H+.MCMV1.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.H+.MCMV1.Sp#2, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection	NK1.1+ TCRb- Ly49H+	dissection/trimming
NK.H+.MCMV1.Sp#3	GSM538302	GSE15907	NK cells	T lineage		NK.H+.MCMV1.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.H+.MCMV1.Sp#3, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection	NK1.1+ TCRb- Ly49H+	dissection/trimming
NK.H+.MCMV7.Sp#1	GSM538303	GSE15907	NK cells	T lineage		NK.H+.MCMV7.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.H+.MCMV7.Sp#1, Splenic Ly49H+ NK cells from B6 mice 7 days following MCMV infection	NK1.1+ TCRb- Ly49H+	dissection/trimming
NK.H+.MCMV7.Sp#3	GSM538305	GSE15907	NK cells	T lineage		NK.H+.MCMV7.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.H+.MCMV7.Sp#3, Splenic Ly49H+ NK cells from B6 mice 7 days following MCMV infection	NK1.1+ TCRb- Ly49H+	dissection/trimming
NK.MCMV1.Sp#1	GSM538309	GSE15907	NK cells	T lineage		NK.MCMV1.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.MCMV1.Sp#1, Splenic NK cells MCMV d1.5 PI	NK1.1+	dissection/trimming
NK.MCMV1.Sp#2	GSM538310	GSE15907	NK cells	T lineage		NK.MCMV1.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.MCMV1.Sp#2, Splenic NK cells MCMV d1.5 PI	NK1.1+	dissection/trimming
NK.MCMV1.Sp#3	GSM538311	GSE15907	NK cells	T lineage		NK.MCMV1.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.MCMV1.Sp#3, Splenic NK cells MCMV d1.5 PI	NK1.1+	dissection/trimming
NK.MCMV7.Sp#1	GSM538312	GSE15907	NK cells	T lineage		NK.MCMV7.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.MCMV7.Sp#1, Splenic NK cells MCMV d7 PI	NK1.1+	dissection/trimming
NK.MCMV7.Sp#2	GSM538313	GSE15907	NK cells	T lineage		NK.MCMV7.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.MCMV7.Sp#2, Splenic NK cells MCMV d7 PI	NK1.1+	dissection/trimming
NK.MCMV7.Sp#3	GSM538314	GSE15907	NK cells	T lineage		NK.MCMV7.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119		NK.MCMV7.Sp#3, Splenic NK cells MCMV d7 PI	NK1.1+	dissection/trimming
NK.Sp#7	GSM538315	GSE15907	NK cells	T lineage		NK.Sp#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.Sp#7, Splenic NK cells	NK1.1+	dissection/trimming
NK.Sp#8	GSM538316	GSE15907	NK cells	T lineage		NK.Sp#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.Sp#8, Splenic NK cells	NK1.1+	dissection/trimming
NK.Sp#9	GSM538317	GSE15907	NK cells	T lineage		NK.Sp#9	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD3 CD4 CD8 CD19 Ter119 Gr-1		NK.Sp#9, Splenic NK cells	NK1.1+	dissection/trimming
NKT.4-.Lv#1	GSM538325	GSE15907	NKT cells	T lineage		NKT.4-.Lv#1	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220 CD4		NKT.4-.Lv#1, CD4- iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet	dissection/trimming
NKT.4-.Lv#2	GSM538326	GSE15907	NKT cells	T lineage		NKT.4-.Lv#2	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220 CD4		NKT.4-.Lv#2, CD4- iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet	dissection/trimming
NKT.4-.Lv#3	GSM538327	GSE15907	NKT cells	T lineage		NKT.4-.Lv#3	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220 CD4		NKT.4-.Lv#3, CD4- iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet	dissection/trimming
NKT.4-.Lv#4	GSM538328	GSE15907	NKT cells	T lineage		NKT.4-.Lv#4	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220 CD4		NKT.4-.Lv#4, CD4- iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet	dissection/trimming
NKT.4-.Sp#1	GSM538329	GSE15907	NKT cells	T lineage		NKT.4-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD19 B220 CD11b Ter119 CD4		NKT.4-.Sp#1, CD4- iNKT cells from Spleen	TCRbeta+ aGalCer tet+ CD4-	dissection/trimming
NKT.4-.Sp#2	GSM538330	GSE15907	NKT cells	T lineage		NKT.4-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD19 B220 CD11b Ter119 CD4		NKT.4-.Sp#2, CD4- iNKT cells from Spleen	TCRbeta+ aGalCer tet+ CD4-	dissection/trimming
NKT.4-.Sp#3	GSM538331	GSE15907	NKT cells	T lineage		NKT.4-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI CD19 B220 CD11b Ter119 CD4		NKT.4-.Sp#3, CD4- iNKT cells from spleen	TCRbeta+ aGalCer tet+ CD4-	dissection/trimming
NKT.4+.Lv#1	GSM538318	GSE15907	NKT cells	T lineage		NKT.4+.Lv#1	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220		NKT.4+.Lv#1, CD4 + iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet CD4	dissection/trimming
NKT.4+.Lv#2	GSM538319	GSE15907	NKT cells	T lineage		NKT.4+.Lv#2	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220		NKT.4+.Lv#2, CD4+ iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet CD4	dissection/trimming
NKT.4+.Lv#3	GSM538320	GSE15907	NKT cells	T lineage		NKT.4+.Lv#3	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220		NKT.4+.Lv#3, CD4+ iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet CD4	dissection/trimming
NKT.4+.Lv#4	GSM538321	GSE15907	NKT cells	T lineage		NKT.4+.Lv#4	Mouse	C57BL/6J	Male	6 WEEKS	liver	PI B220		NKT.4+.Lv#4, CD4+ iNKT cells from Liver	CD45 TCRb aGalCer-loaded CD1d tet CD4	dissection/trimming
NKT.4+.Sp#1	GSM538322	GSE15907	NKT cells	T lineage		NKT.4+.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD19 B220 Ter119 Cd11b PI		NKT.4+.Sp#1, CD4+ iNKT cells from Spleen	TCRb aGalCer-loaded CD1d tetramer CD4	dissection/trimming
NKT.4+.Sp#2	GSM538323	GSE15907	NKT cells	T lineage		NKT.4+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD19 B220 CD11b Ter119 PI		NKT.4+.Sp#2, CD4+ iNKT cells from Spleen	TCRb aGalCer-loaded CD1d-tetramer CD4	dissection/trimming
NKT.4+.Sp#3	GSM538324	GSE15907	NKT cells	T lineage		NKT.4+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD19 B220 CD11b Ter119 PI		NKT.4+.Sp#3, CD4+ iNKT cells from Spleen	TCRb aGalCer-loaded CD1d-tetramer CD4	dissection/trimming
NKT.44-NK1.1-.Th#1	GSM538338	GSE15907	NKT cells	T lineage		NKT.44-NK1.1-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI CD8a CD44 NK1.1		NKT.44-NK1.1-.Th#1, Thymic iNKT cell precursors, stage 1	aGC CD1d tet CD3e	dissection/trimming
NKT.44-NK1.1-.Th#2	GSM538339	GSE15907	NKT cells	T lineage		NKT.44-NK1.1-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI CD8a CD44 NK1.1		NKT.44-NK1.1-.Th#2, Thymic iNKT cell precursors, stage 1	aGC CD1d tet CD3e	dissection/trimming
NKT.44+NK1.1-.Th#1	GSM538335	GSE15907	NKT cells	T lineage		NKT.44+NK1.1-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD8a Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI NK1.1		NKT.44+NK1.1-.Th#1, Developing thymic iNKT cells, stage 2	aGC CD1d tet CD3 CD44	dissection/trimming
NKT.44+NK1.1-.Th#2	GSM538336	GSE15907	NKT cells	T lineage		NKT.44+NK1.1-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD8a Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI NK1.1		NKT.44+NK1.1-.Th#2, Developing thymic iNKT cells, stage 2	aGC CD1d tet CD3 CD44	dissection/trimming
NKT.44+NK1.1-.Th#3	GSM538337	GSE15907	NKT cells	T lineage		NKT.44+NK1.1-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD8a Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI NK1.1		NKT.44+NK1.1-.Th#3, Developing iNKT cells from thymus, stage 2	aGC CD1d tet CD3 CD44	dissection/trimming
NKT.44+NK1.1+.Th#1	GSM538332	GSE15907	NKT cells	T lineage		NKT.44+NK1.1+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI CD8a		NKT.44+NK1.1+.Th#1, Developing thymic iNKT cells, stage 3	aGC CD1d tet CD3e CD44 NK1.1	dissection/trimming
NKT.44+NK1.1+.Th#2	GSM538333	GSE15907	NKT cells	T lineage		NKT.44+NK1.1+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI CD8a		NKT.44+NK1.1+.Th#2, Developing thymic iNKT cells, stage 3	aGC CD1d tet CD3e CD44 NK1.1	dissection/trimming
NKT.44+NK1.1+.Th#4	GSM538334	GSE15907	NKT cells	T lineage		NKT.44+NK1.1+.Th#4	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Ter119 CD19 CD11c CD11b Ly6/Gr-1 CD8a PI CD8a		NKT.44+NK1.1+.Th#4, Developing iNKT cells from thymus, stage 3	aGC CD1d tet CD3e CD44 NK1.1	dissection/trimming
preB.FrC.BM#1	GSM476669	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrC.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		preB.FrC.BM#1, Fr. Cprime (cycling pre-B)	CD19+ IgM- CD45R+ CD43+ HSA+	dissection/trimming
preB.FrC.BM#2	GSM399452	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrC.BM#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		preB.FrC.BM#2, Fr. Cprime (cycling pre-B)	CD19+ IgM- CD45R+ CD43+ HSA+	dissection/trimming
preB.FrC.BM#3	GSM399453	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrC.BM#3	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	CD3 Ly6c Ter119 Gr1 Mac1		preB.FrC.BM#3, Fr. Cprime (cycling pre-B)	CD19+ IgM- CD45R+ CD43+ HSA+	dissection/trimming
preB.FrD.BM#1	GSM399448	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		preB.FrD.BM#1, Fr D (pre-B)	CD19+ IgM- CD45R+ CD43-	dissection/trimming
preB.FrD.BM#2	GSM399449	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.BM#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	CD3 Ter119 Ly6c Cd11b Gr-1		preB.FrD.BM#2, Fr D (pre-B)	CD19+ IgM- CD45R+ CD43-	dissection/trimming
preB.FrD.BM#3	GSM476670	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.BM#3	Mouse	C57BL/6J	Male	8 WEEKS	Bone marrow	CD3 Ly6c Ter119 Gr1 Mac1		preB.FrD.BM#3, Fr D (pre-B)	CD19+ IgM- CD45R+ CD43-	dissection/trimming
preB.FrD.FL#1	GSM538340	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.FL#1	Mouse	C57BL/6J	pooled male and female	18 DAYS	Fetal Liver	Ter119 Ly6c CD11b Gr-1 CD3		preB.FrD.FL#1, Fr D (pre-B)	AA4.1+ IgM- CD19+ CD43- CD24+	dissection/trimming
preB.FrD.FL#2	GSM538341	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.FL#2	Mouse	C57BL/6J	pooled male and female	18 DAYS	Fetal Liver	Ly6c Ter119 CD3 Gr-1 CD11b		preB.FrD.FL#2, Fr D (pre-B)	AA4.1+ IgM- CD19+ CD43- CD24+	dissection/trimming
preB.FrD.FL#3	GSM538342	GSE15907	precursor B cells	Pre/Prog/Stem Lineages		preB.FrD.FL#3	Mouse	C57BL/6J	pooled male and female	18 DAYS	Fetal Liver	CD3 Ly6c Ter119 Gr-1 CD11b		preB.FrD.FL#3, Fr D (pre-B)	AA4.1+ IgM- CD19+ CD43- CD24+	dissection/trimming
preT.DN2-3.Th#2	GSM791134	GSE15907	precursor T cells	T lineage		preT.DN2-3.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		preT.DN2-3.Th#2, DN2-DN3 transitional thymocytes	Lin-/lo CD25hi CD44Int	dissection/trimming
